Asia,United Arab Emirates,Abu Dhabi,24.4666666667,54.366667
Asia,Uzbekistan,Tashkent,41.3166666667,69.25
Asia,Vietnam,Hanoi,21.0333333333,105.85
Asia,Yemen,Sanaa,15.35,44.2
Australia,American Samoa,Pago Pago,-14.2666666667,-170.7
Australia,Australia,Canberra,-35.2666666667,149.133333
Australia,Christmas Island,The Settlement,-10.4166666667,105.716667
Australia,Cocos Islands,West Island,-12.1666666667,96.833333
Australia,Cook Islands,Avarua,-21.2,-159.766667
Australia,Federated States of Micronesia,Palikir,6.9166666667,158.15
Australia,Fiji,Suva,-18.1333333333,178.416667
Australia,French Polynesia,Papeete,-17.5333333333,-149.566667
Australia,Guam,Hagatna,13.4666666667,144.733333
Australia,Kiribati,Tarawa,-0.8833333333,169.533333
Australia,Marshall Islands,Majuro,7.1,171.383333
Australia,Nauru,Yaren,-0.5477,166.920867
Australia,New Caledonia,Noumea,-22.2666666667,166.45
Australia,New Zealand,Wellington,-41.3,174.783333
Australia,Niue,Alofi,-19.0166666667,-169.916667
Australia,Norfolk Island,Kingston,-29.05,167.966667
Australia,Northern Mariana Islands,Saipan,15.2,145.75
Australia,Palau,Melekeok,7.4833333333,134.633333
Australia,Papua New Guinea,Port Moresby,-9.45,147.183333
Australia,Pitcairn Islands,Adamstown,-25.0666666667,-130.083333
Australia,Samoa,Apia,-13.8166666667,-171.766667
Australia,Solomon Islands,Honiara,-9.4333333333,159.95
Australia,Tokelau,Atafu,-9.166667,-171.833333
Australia,Tonga,Nuku'alofa,-21.1333333333,-175.2
Australia,Tuvalu,Funafuti,-8.5166666667,179.216667
Australia,Vanuatu,Port-Vila,-17.7333333333,168.316667
Australia,Wallis and Futuna,Mata-Utu,-13.95,-171.933333
Central America,Belize,Belmopan,17.25,-88.766667
Central America,Canada,Ottawa,45.4166666667,-75.7
Central America,Costa Rica,San Jose,9.9333333333,-84.083333
Central America,El Salvador,San Salvador,13.7,-89.2
Central America,Greenland,Nuuk,64.1833333333,-51.75
Central America,Guatemala,Guatemala City,14.6166666667,-90.516667
Central America,Honduras,Tegucigalpa,14.1,-87.216667
Central America,Mexico,Mexico City,19.4333333333,-99.133333
Central America,Nicaragua,Managua,12.1333333333,-86.25
Central America,Panama,Panama City,8.9666666667,-79.533333
Central America,Saint Pierre and Miquelon,Saint-Pierre,46.7666666667,-56.183333
Central America,Saint Vincent and the Grenadines,Kingstown,13.1333333333,-61.216667
Europe,Aland Islands,Mariehamn,60.116667,19.9
Europe,Albania,Tirana,41.3166666667,19.816667
Europe,Andorra,Andorra la Vella,42.5,1.516667
Europe,Armenia,Yerevan,40.1666666667,44.5
Europe,Austria,Vienna,48.2,16.366667
Europe,Azerbaijan,Baku,40.3833333333,49.866667
Europe,Belarus,Minsk,53.9,27.566667
Europe,Belgium,Brussels,50.8333333333,4.333333
Europe,Bosnia and Herzegovina,Sarajevo,43.8666666667,18.416667
Europe,Bulgaria,Sofia,42.6833333333,23.316667
Europe,Croatia,Zagreb,45.8,16
Europe,Cyprus,Nicosia,35.1666666667,33.366667
Europe,Czech Republic,Prague,50.0833333333,14.466667
Europe,Denmark,Copenhagen,55.6666666667,12.583333
Europe,Estonia,Tallinn,59.4333333333,24.716667
Europe,Faroe Islands,Torshavn,62,-6.766667
Europe,Finland,Helsinki,60.1666666667,24.933333
Europe,France,Paris,48.8666666667,2.333333
Europe,Georgia,Tbilisi,41.6833333333,44.833333
Europe,Germany,Berlin,52.5166666667,13.4
Europe,Gibraltar,Gibraltar,36.1333333333,-5.35
Europe,Greece,Athens,37.9833333333,23.733333
Europe,Guernsey,Saint Peter Port,49.45,-2.533333
Europe,Hungary,Budapest,47.5,19.083333
Europe,Iceland,Reykjavik,64.15,-21.95
Europe,Ireland,Dublin,53.3166666667,-6.233333
Europe,Isle of Man,Douglas,54.15,-4.483333
Europe,Italy,Rome,41.9,12.483333
Europe,Jersey,Saint Helier,49.1833333333,-2.1
Europe,Kosovo,Pristina,42.6666666667,21.166667
Europe,Latvia,Riga,56.95,24.1
Europe,Liechtenstein,Vaduz,47.1333333333,9.516667
Europe,Lithuania,Vilnius,54.6833333333,25.316667
Europe,Luxembourg,Luxembourg,49.6,6.116667
Europe,Macedonia,Skopje,42,21.433333
Europe,Malta,Valletta,35.8833333333,14.5
Europe,Moldova,Chisinau,47,28.85
Europe,Monaco,Monaco,43.7333333333,7.416667
Europe,Montenegro,Podgorica,42.4333333333,19.266667
Europe,Netherlands,Amsterdam,52.35,4.916667
Europe,Northern Cyprus,North Nicosia,35.183333,33.366667
Europe,Norway,Oslo,59.9166666667,10.75
Europe,Poland,Warsaw,52.25,21
Europe,Portugal,Lisbon,38.7166666667,-9.133333
Europe,Romania,Bucharest,44.4333333333,26.1
Europe,Russia,Moscow,55.75,37.6
Europe,San Marino,San Marino,43.9333333333,12.416667
Europe,Serbia,Belgrade,44.8333333333,20.5
Europe,Slovakia,Bratislava,48.15,17.116667
Europe,Slovenia,Ljubljana,46.05,14.516667
Europe,Spain,Madrid,40.4,-3.683333
Europe,Svalbard,Longyearbyen,78.2166666667,15.633333
Europe,Sweden,Stockholm,59.3333333333,18.05
Europe,Switzerland,Bern,46.9166666667,7.466667
Europe,Turkey,Ankara,39.9333333333,32.866667
Europe,Ukraine,Kyiv,50.4333333333,30.516667
Europe,United Kingdom,London,51.5,-0.083333
Europe,Vatican City,Vatican City,41.9,12.45
North America,Anguilla,The Valley,18.2166666667,-63.05
North America,Antigua and Barbuda,Saint John's,17.1166666667,-61.85
North America,Aruba,Oranjestad,12.5166666667,-70.033333
North America,Bahamas,Nassau,25.0833333333,-77.35
North America,Barbados,Bridgetown,13.1,-59.616667
North America,Bermuda,Hamilton,32.2833333333,-64.783333
North America,British Virgin Islands,Road Town,18.4166666667,-64.616667
North America,Cayman Islands,George Town,19.3,-81.383333
North America,Cuba,Havana,23.1166666667,-82.35
North America,Curaçao,Willemstad,12.1,-68.916667
North America,Dominican Republic,Santo Domingo,18.4666666667,-69.9
North America,Dominica,Roseau,15.3,-61.4
North America,Grenada,Saint George's,12.05,-61.75
North America,Haiti,Port-au-Prince,18.5333333333,-72.333333
North America,Jamaica,Kingston,18,-76.8
North America,Montserrat,Plymouth,16.7,-62.216667
North America,Puerto Rico,San Juan,18.4666666667,-66.116667
North America,Saint Barthelemy,Gustavia,17.8833333333,-62.85
North America,Saint Kitts and Nevis,Basseterre,17.3,-62.716667
North America,Saint Lucia,Castries,14,-61
North America,Saint Martin,Marigot,18.0731,-63.0822
North America,Sint Maarten,Philipsburg,18.0166666667,-63.033333
North America,Trinidad and Tobago,Port of Spain,10.65,-61.516667
North America,Turks and Caicos Islands,Grand Turk,21.4666666667,-71.133333
North America,US Virgin Islands,Charlotte Amalie,18.35,-64.933333
South America,Argentina,Buenos Aires,-34.5833333333,-58.666667
South America,Bolivia,La Paz,-16.5,-68.15
South America,Brazil,Brasilia,-15.7833333333,-47.916667
South America,Chile,Santiago,-33.45,-70.666667
South America,Colombia,Bogota,4.6,-74.083333
South America,Ecuador,Quito,-0.2166666667,-78.5
South America,Falkland Islands,Stanley,-51.7,-57.85
South America,Guyana,Georgetown,6.8,-58.15
South America,Paraguay,Asuncion,-25.2666666667,-57.666667
South America,Peru,Lima,-12.05,-77.05
South America,Suriname,Paramaribo,5.8333333333,-55.166667
South America,Uruguay,Montevideo,-34.85,-56.166667
South America,Venezuela,Caracas,10.4833333333,-66.866667
UM,US Minor Outlying Islands,Washington, D.C.,38.883333
US,United States,Washington, D.C.,38.883333
